copy,137,"module, imported, imported, imported, imported, imported, imported, imported, imported, module, module, module, imported, module, imported, module, imported, imported, module, imported, module, module, module, imported, module, module, function, module, module, module, module, imported, module, module, imported, module, imported, imported, imported, imported, imported"
deepcopy,53,"imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported"
os.path,6,"module, imported, module, imported, module, imported"
relpath,16,imported
pathlib,46,"module, imported, module, module, module, module, imported, imported, module, imported, module, module, imported, module, module, module, module, imported, module, module, module, module, imported, module, module, imported, module, module"
Path,98,"imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported"
textwrap,30,"module, imported, imported, imported, imported, module, module, module, module, module, module, imported, module, imported, module, module, imported, imported"
wrap,4,"imported, function"
typing,700,"module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, imported, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module"
Iterable,358,"imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported, imported"
setuptools,1,module
Command,16,"imported, keyword, keyword, imported, imported, imported"
Distribution,4,imported
find_namespace_packages,2,imported
setup,15,"imported, module, function, function, function, function, function, function, function, function, function, function, function, function"
setuptools.command.develop,1,module
develop,1,imported
develop_orig,2,alias
setuptools.command.install,1,module
install,2,"imported, function"
install_orig,2,alias
distutils,1,module
log,3046,"imported, keyword, keyword, keyword, param, param, function, param, param, param, param, param, param, param, param, param, function, function"
INSTALL_PROVIDERS_FROM_SOURCES,4,none
PY39,2,none
version_info,21,none
logger,102,"none, keyword, keyword, keyword, keyword, keyword, param, keyword, param, param, param, keyword, param, param, keyword, param, param"
getLogger,119,none
__name__,305,none
version,186,"none, keyword, keyword, param, imported, imported, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, imported, function, imported, param, param, imported, imported, imported, param, keyword, keyword, param, keyword, imported, keyword, keyword, imported, imported, imported, param, keyword, keyword, keyword, keyword, keyword, keyword, keyword, imported, imported, param, param, imported, imported, imported, imported, imported, imported, param, keyword, imported, param, param, imported, imported, imported, keyword, keyword, keyword, keyword, imported, keyword, imported, param, imported, imported, keyword, param, imported, imported, imported, keyword, function, imported"
AIRFLOW_SOURCES_ROOT,9,none
resolve,33,"none, param, param, function, function, param, function, function, function, function, function, function"
parent,246,"none, param, param, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, param, keyword, keyword, param, keyword"
__file__,32,none
PROVIDERS_ROOT,1,none
CROSS_PROVIDERS_DEPS,1,none
DEPS,4,none
fill_provider_dependencies,2,function
loads,93,none
read_text,3,none
e,677,"exception, exception, exception, exception, exception, exception, exception, exception, exception, param, param, param, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, param, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception, exception"
Exception,359,none
print,333,"none, imported, imported"
dict,2359,none
str,14403,none
list,1401,"none, function, function, function, function, function"
PROVIDER_DEPENDENCIES,5,none
airflow_test_suite,1,function
test_loader,2,none
TestLoader,1,none
test_suite,3,"none, keyword"
discover,1,none
pattern,57,"keyword, param, keyword, param, param, param, param, param, param, param, param, param, param, param, keyword, keyword, keyword, keyword"
TestSuite,1,none
CleanCommand,2,class
description,220,"none, param, param, param, keyword, param, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, param, param, function, param, keyword, param, param, keyword, param, param, keyword, param, keyword, keyword, keyword, param, keyword, keyword, keyword, keyword, param, param, param, function, function, param, param, param, keyword, keyword, function, function, function, param, keyword, param, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, keyword, param, keyword, keyword, param, keyword, keyword"
user_options,3,none
initialize_options,3,"function, function, function"
